text,label
"Irgendwie muss das gutmenschliche Regime ja die großzügigen Zuwendungen an seine kriminellen ""Gäste"" mit diversen ungeprüften  Identitäten finanzieren. Da ist es nur gerecht, dass insbesondere auch die höchst lukrative kirchliche Asylanten- und Migrationsindustrie adäquat steuerlich zur Kasse gezogen wird. ",1
"Was ist denn da los? Rose tröstet Herrmann, der bitterlich weint. Auch Rafael guckt sehr betroffen,irgendwie sehnsuchtsvoll, und  scheint den Tränen nahe zu sein.  Welch schlimme Nachricht haben die beiden vernommen? Doch nicht etwa, dass Roses Coiffeur in den nächsten Wochen keinen Termin für sie frei hat? Schrecklicher Gedanke, wissen wir doch alle, dass gerade Herrmann größten Wert auf einen akkurat gezogenen Scheitel Wert legt.  Ob wir es je erfahren werden?",0
"Eine zutreffende Analyse. Ob die sinkenden Zustimmungswerte womöglich mit der Politik der ehemaligen Volksparteien zu tun haben könnte? Eine Frage, die man in den Parteizentralen offenbar noch sorgsam umgeht.",0
"Es ist unverständlich, dass dieser unschuldige Flüchtling an die Niederlande ausgewiesen wird. Dort drohen ihm bestimmt Folter und Misshandlungen. Der arme Mann ist traumatisiert, und wollte vermutlich mit dem Anschlag nur seine persönliche Problembewältigumg vorantreiben. Deutschland muss diesem Mann Asyl gewähren ! Wir schaffen das schon ! ",1
"Ich frage mich immer wieder:"" was haben die Regierenden mit dem ganzen Geld gemacht, dass durch Steuern, Export Überschüssen und sonstigen Einnahmen, in die Kassen gespült wurde. Eines der reichsten Länder der Welt, aber in Deutschland ist fast alles Schrott. Die Infrastruktur, das Material der Bundeswehr, jetzt Flugzeuge in Regierungsbesitz, erneuerbare Energien und, und und. Und keiner muss sich verantworten. ",0
"Meckerbolzen: ""Waren die Weckmänner halal?""  Möglich - doch möglicherweise beschnitten?",1
"Die Gleichstellungsbeauftragte, was ist das überhaupt für ein Wort, geht mir am A.... vorbei. Ich finde die Werbung gut und achte und respektiere Frauen, als das schwächere Geschlecht, trotzdem.",1
"Wiese nennen die sich eigentlich ""Verfassungsgericht""??? Wir haben kein ""Verfassung"" die sich das Volk gegeben hat!!! Wir haben nur ein Grundgesetz!!!",0
Danke Bayer jetzt werden schon Baby´s von euch vergiftet,1
"Warum sollten die großen Markenartikler auch Pro-Trump sein? Trump-Wähler zeichnen sich nicht nur durch einen statistisch niedrigeren IQ, sondern vor allem auch durch deutlich geringere Kaufkraft aus.",1
"Das ist schon lachhaft. Jeder scheint gerade auf alle möglichen Züge zu springen. Genauso wie Frau Merkel, die den Schülern klatschend Beifall spendet. Sicher ist das Klima ein dringendes Problem, aber was haben die Politiker gemacht in den letzten Jahren, sie hatten es doch in der Hand etwas mehr für das Klima zu tun. Gerade Frau Merkel, die gefühlt 50 Jahre an der Macht ist und Lindners Partei ist auch in der Politik vertreten.",0
"Ja, das ist mal sinnvoll von der FDP; der Bund müßte seine Immobilien entweder nutzen oder dem Markt zuführen. Sich vor jetzt vor Rennovierungsinvestitionen zu drücken nur um weitere Generationen von Regierungen für die laufenden Kosten aufkommen zu lassen, ist jedenfalls keine weitsichtige Verwaltung. (Wobei für viele Startups der Preis wichtiger ist als der Teppich und viel Jobdealer oder Bürodienstleister nur die Verkabelung modernisiert benötigen. ",0
"Vielleicht hat sie noch nicht mitgekriegt, dass es das auch mit einer Frau und zig Männern gibt;)  Der Arme Kerl! Darf noch nicht mal gucken was ihn wirklich interessiert;) Komisch eigentlich dass sie als muslimin zu Hause überhaupt was zu sagen hat! Ist bestimmt mit einem deutschen Mann verheiratet;)! ",1
"Was hat sich die RP bei dieser Veröffentlichung bloß gedacht? Auf Seite 122, 15 Uhr, am Donnerstag, dem 28.3.2019, hat das ZDF-Politbarometer ganz andere Zahlen (!), wenn am kommen- den Sonntag Europawahlen wären: Union 33%, SPD 18%, Grüne 18%, Linke 6%, AfD 10% und FDP 7% Rest auf andere Parteien. Was soll das also? Ich glaube, man hat der RP falsche Zahlen zugespielt und sie hat diese Zahlen ungeprüft übernommen. Ich nehme mal den günstigsten Fall an!",0
"Jepp, seh ich genauso. Weil von außend kommend, ohne Vorkenntnisse oder Bezug zum Verein und toll reingearbeitet mit einer Geschwindigkeit und Präsenz die Ihres gleichen sucht. In Bezug auf die Vertragsverlängerung zu Friedel: Blöd gelaufen, Schwamm drüber, Beide haben sich wieder lieb. Er hat viel mehr richtig gemacht als falsch und das hat unserer Fortuna gut getan und tut es noch. 95 Ole´",0
"Unter meiner Beobachtung steht diese Frau nicht,denn seit diese furchtbare Frau der CDU vorsitzt,habe ich mit meinem Interesse an der Regierung und deren Politik komplett abgeschlossen!!! Ich sehne mich nach dem Rücktritt von Frau Merkel und nach der Nächsten Bundestagswahl!!! Ich wäre mehr aks erleichtert,wenn dann Frau Merkel und diese furchtbare,unfähige Frau aus dem Saarland von der Bühne der deutschen Regierung verschwinden!!!",1
"Dumb kann sagen, was er will, er lügt wie gedruckt.",1
"Ichbines1: ""... die Grüne Roth, auf einer Demo hinter einem Banner herlief mit der Aufschrift ""Deutschland du mieses Stück Scheiße"" Faktencheck: https://faktenfinder.tagesschau.de/inland/kampagnen-roth-101.html und jetzt?  aber ... m8 nix! ",1
"MAchtnix macht sich mehr Sorgen, was im Internet zu sehen ist. Sind es doch Seine/Ihre Gäste, die sich gerade hier von ihrer besten Seite zeigen.  Jeder, der diese Flüchtlingspolitik gutheißt, ist mit in Schuld am Werteverfall, an der Spaltung der Gesellschaft und den Opfern von grausamen Taten durch Migranten.",1
"Ich finde Kellermann gut. Ich lese zwar seine Artikel nicht, aber die Leserbriefe sind stets interessant und amüsant.",0
"Sanktionen? Der Grund ist völlig unglaubwürdig. Die Maßnahmen sind wirkungslos, aber sie sind ein feindseeliger Akt. Die Fragen sind: Wer hat ohne Not den kalten Krieg gegen Rußland erneut begonnen? Warum haben diese ein Interesse am kalten Krieg gegen Russland?",0
"Glaube keiner Statistik, die du nicht selber gefälscht hast.  Das glaube ich nicht, dass die meisten Täter Deutsche sind. Das ist ein willkommenes Argument der AfD das Wasser abzugraben.  Ich glaube keiner Partei ob CDU, SPD, FDP, Grüne, AfD ein Wort, alle sind verlogen und nur auf ihre eigenen Vorteile bedacht.",0
"„rassistischen Organisationen kein Gastrecht zu gewähren“.  Warum fällt mir bei solchen Forderungen immer ein, dass laut einer gewissen rassistischen Organisation Ungläubige schlimmer sind als das Vieh und Christen und Juden sind Affen und Schweine.   Aber denen gewähren wir natürlich gerne Gastrecht. ",1
"Aufrichtig zu bedauern, dass die Ratsfrau Ingird Schäfer einem steinalten Mann ( bald 80 Jahre alt) unterlegen ist. Hoch lebe der NÜÜÜÜÜSSER Klüngel. Gemeine Frage: Kann Herr Nickel eigentlich gar nicht loslassen?!?!",1
"Hätte am diese Forderung nicht schon vor etlichen Jaaaahren hier in Neuss stellen können/müssen/dürfen? Warum ist denn da nichts passiert? Die hier und heute fehlenden  Mitarbeiter im Bereich Grünfläche hat man damals wegrationalisiert um den Haushalt einigermaßen in den Griff zu bekommen. Heute, wo die politische Lage im Rathaus etwas anders aussieht, wird so eine Unterbesetzung plötzlich angeprangert.  Wie sich doch die Zeiten und die Lage einer Stadt ändern kann.   ",0
"Bin selber Radfahrer... aber hier fällt mir nur ein ""behindernde Radfahrer..."" Das sollte nicht der Sinn einer Umweltspur für ÖPNV und E-Mobilität sein, dass man zum überholen wieder auf die ""Drecksspur"" muss. Rücksicht auf den Bürgersteigen uns zulassen, dass Radfahrer dort fahren.",0
"Den Status  ""Prüffall"" kann der Verfassungsschutz wohl überspringen.",0
Das man einem Diktatur und Terrorstaat wie der Türkei Zugang zu Interpol gestattet ist der eigendliche Skandal. Genauso das dieEU keine einheitliches Reiseverbot indie Türkeit ausspricht Die Terrorogansation Familie Ergogan aolte als solche endlich Kenntlich gemacht werden.,1
"Natürlich ist es in der Produktion ein großes Problem, wenn ein Großteil der MA die Anweisungen nicht versteht.  Also muß Türkisch gesprochen werden.  Deutsch können die Deutschen ja zuhause sprechen.",1
"Die schnellen Offensivkräfte der deutschen Mannschaft haben dem Spiel den Stempel aufgedrückt. Mit der Auswechselung  der schnellen Spieler hat Trainer Löw den Niederländern in die Karten gespielt.Der Spielfluss ging verloren . In dem Maaße wie die deutsche Mannschaft schwächer wurde, kamen die Niederländer besser ins Spiel und zu verdienten Ausgleich.Aus meinerSicht Löws Fehler.",0
"Ich dachte, dass Sie mal Opfer einer Messerattacke werden ! ",1
"""Ohne eine zeitnahe und bedarfsorientierte Versorgung sei die Gefahr einer stetigen Verschlechterung der psychischen Gesundheit von Flüchtlingen als sehr hoch einzustufen.""  Ich möchte nicht wissen, was das den Steuerzahler wieder kostet.  Aber wenigstens liefert die Untersuchung schon vorab die Erklärung, wenn es mal wieder zu einem ""bedauerlichen Einzelfall"" kommt.",1
"Und die Baumhausaktivisten räumen jetzt auf, bauen ihre Häuser ordentlich ab, nehmen ihren Müll mit, machen die Gräben zu und gehen, das glaubt doch kein Mensch. Denen ist doch sch.....egal, ob sich Hambi-Bambi in den gegrabenen Gräben die Gräten bricht.",1
Da ist die 13 ja ein Glückszahle für die Bundes SPD. Aber Ihr werdet noch besser als die Bayer. Bestimmt !!!,0
"Mobbing ist schon ein sehr starker Vorwurf. Da würde ich gerne mal die anderen Parteien zu hören, ob die das genau so sehen. Wenn CDU und Grüne der gleichen Meinung wie die FDP sind und dies auch belegbar ist, sollte man Richrath den Rücktritt nahe legen.",0
"Die Chinesen auf dem Weg zur ""Herrenrasse""? Kein Wunder, dass das so manchem hier gefällt.",1
"Ich war jedenfalls angenehm überrascht, wie viele Abgeordnete nicht in die Falle getappt sind, eine rechtsradikale Rassistin als weniger gefährlich einzustufen, nur weil sie nicht so laut rumblökt wie der Rest dieser Bande. Gut gemacht! Ich hätte eher ein knapperes Ergebnis befürchtet. ",1
"Ösis=einfach mal Maul halten. Ausländische Mautfahrer werden dort seit Jahrzehnten benachteiligt/diskriminiert. Ösis fahren mit einer Jahresvignette für ca. 21 Cent pro Tag, wir Deppen Zahlen für 7 Tage 0,92 Cent pro Tag und bei 14 Tagen 1,27 € pro Tag. Einfach mal nachrechnen und den Ball flach halten",1
"Hoffentlich bleibt das auch so, wenn man den ""kranken Mann"" vom Erftstrand mit ins Boot holt; ich bin da aus schlechter Erfahrung sehr skeptisch. 6 Millionen Miese sind keine Peanuts.",0
test test testtest test test ,1
"""Wie sich die NRW-AfD komplett selbst zerlegt hat."" Das hätte die Presse wohl gerne.",0
"Was ist mit der heutigen Jugend los.Wie kann man nur so dumm sein und Abgase einatmen.Aber leider sind heute Fun, Musik, Vergnügen das Wichtigste--Allgemeinbildung  gleich null.",1
"Na, dann bin ich ja beruhigt, dass Frl. Julia zu wissen glaubt, was Nachhaltigkeit ist und sich berufen fühlt, die Welt an ihrem Wissen teilhaben zu lassen.  Auf dem Foto ist sie ja sehr hübsch. Mehr ist zu diesem Interview eigentlich nicht zu sagen. Außer vielleicht, dass gutes Aussehen auch nicht nachhaltig ist. Das wird Frl. Julia auch noch erfahren. ",1
"Schlimm genug ist, dass in Deutschland, auch auf Betreiben  von Frau Merkel, die Beschneidung wehrloser Kinder legalisiert wurde.",1
"Ganz klar, Kevin Kühnert, was ist denn aus dem schon geworden, Enteigner, Juso-Chef und Enfant Terrible der SPD. Aber ich glaube wenn er Jupp oder Franz heißen würde, wäre es um seine Beliebtheit auch nicht besser gestellt, also der Vorname sagt nicht unbedingt etwas über die Lebensleistung aus. Also Kevin Kopf hoch, vielleicht wird aus die trotz Fehlen aller Qualifikationen noch etwas.",1
"Einziger Unruhefaktor im Nahen Osten sind die Aggressoren in Israel. Verleiben sich Ländereien ein um denSiedlungsbau voranzutreiben, koste es was wolle. ",0
Spinner.,1
"...Wie viel einfacher wäre es doch, JEGLICHEN Religionsuntericht aus der Schule zu entfernen. Es sind eh nur haltlose Märchen, und deren historische und soziologische Wirkung kann man leicht in anderen Fächern darstellen. ",0
"Nach der Logik der Experten hier, ist die Verantwortung ganz klar beim Flughafen Düsseldorf, Herrn Schnalke und Herrn Geisel zu sehen. Schlimmstenfalls beim Schnalke vom Newarker Flughafen. Aber zum Glück ist die Provinz jetzt wieder in den weltweiten Schlagzeilen - und darüber hinaus. *g* /fp",0
Ganz einfach den tagtäglichen Gülle-Import aus den Niederlanden stoppen!,0
"Also quasi so was wie der Zivildienst. Wobei die CSU mit am lautesten ""Hier"" gerufen hat, als es damals um die Abschaffung ging ...und just danach die Riesenprobleme und Kostenexplosionen im Sozialbereich anfingen.",0
Am Ende wird die Gerechtigkeit siegen- und das zionistische Gebilde verschwinden.,1
"Wann übernehmen die Clans die Aufgaben  der Polizei ? Die Rechnung ist einfach: weniger Polizei aus Kostengründen, mehr Clans weil Kontrolle nicht mehr möglich.",0
"""FIFA ohne Korruption"" ist für mich mittlerweile so wie ""Paris ohne Eiffelturm"".",1
"Toll! Es ist wie immer ! Schulabschluss, gute Ausbildung /Studium, 35 - 45 Jahre ohne Unterbrechung gearbeitet - gute Rente! Cool gewesen, Schule geschwänzt, geharzt / gejobbt, 35 Jahre Aushilfe und Minijobber - gleiche Rente weil Zuschläge aus den Steuerbeiträgen von Fall eins! Was das mit ""Gerechtigkeit und Würdigung der Lebensleistung zu tun hat kann mir wahrscheinlich nur ein SPDler erklären! ",0
"Ob der Dieb jetzt vorsätzlich falsche Zahlen, oder zufällige eintippt, ist mir herzlich egal. Bei letzterem ist die Chance quasi verschwindend gering, dass er die richtige trifft (ca. 1:3300).  Ohnehin geht der Tipp weit an der Realität vorbei. Der Betrug heute findet entweder ohne PIN statt (z.B. mittels Lastschrift), oder die PIN wird im vorhinein ausgespäht.   Dass der Dieb zufällig an irgendeine Karte kommt und damit was anstellt ist jedenfalls verschwindend gering.",0
"Kommt mir so vor, als würden sie sich die Drohungen selber schreiben, um die AfD beschuldigen zu können. ",0
"Was ist an dem Slogen „Wehr Dich, es ist Dein Land.“ eigentlich falsch!?",1
"In Brasilien brennt der Regenwald! Und was macht die EU, die G7,, was macht Merkel?  Die streiten sich beim G 7 Gipfel, wollen Brasilien bestrafen, statt zu helfen. Es gibt die Antonov 124, die Antonov 225. Das sind Großraumflugzeuge, die größten der Welt. Da passen  fünf Löschhubschrauber, Löschpanzer, Flughafenlöschfahrzeug Panther mit 19000 Liter Löschwasser rein. Und ab nach Brasilien! Ist das so schwer? ",0
"Besonders positiv ist beim neuen Konzept der SPD, dass die Hartz-IV-Regelsätze nicht erhöht werden.",0
"Es sind solche ""Politiker"", die am Erstarken der AfD und der Neo-Nazigruppierungen Schuld tragen.  Wer seine kulturelle Identität verleugnet, ist ein gedankenloser und eigentlich recht unterbelichteter Mensch, egal welchen Posten er innehat.",1
"Sicherlich wieder ein gelungenes Schützenfest. Bis auf diejenigen Rücksichtslosen, die in der Nacht auf Pfingsmontag morgens um 2:28 Uhr (also in der Nacht) laut trommelnd und musizierend durch Moorshoven gezogen sind und nicht nur mich aus dem Schlaf gerissen haben. Hier wäre etwas mehr Rücksicht angebracht!",0
"Die Wähler haben nach 73 Jahren endlich eingesehen, dass eine SPD Mist ist. Dann gehen GRÜNE und exSED aus reiner Machtgier hin und putschen sich gegen den Wählerwillen mit der dahinsiechenden SPD an die Macht.  Die sollen noch einmal von Moral sprechen!",0
"Du lieber Himmel! Selbst wenn es Hirn vom Himmel regnen würde, die AfD würde es nicht treffen. Der Unterhaltungswert der AfD sinkt gegen den Nullpunkt! Die sind nur noch peinlich!",1
"Es gibt doch schon genügend Fußballer-Ehefrauen und Freundinnen die in der Öffentlichkeit ""wirken"". Dann braucht es nicht noch mehr Frauen, die in der Politik wirken. Qualität muss sich durchsetzen. Nicht Quantität.",1
"Lieber eine Biedermannpartei als eine Bevormundungspartei, deren leistendes Personal oftmals ohne abgeschlossene Ausbildung oder gar Studium, meint, Ahnung von den wichtigen Themen dieser Welt zu haben.   Grüne Wähler sind entweder selber von den Folgen grüner Politik selber nicht betroffen oder sind geistig auf dem Niveau einer Claudia Roth, eines Anton Hofreiter oder einer Karin Göring-Eckhard. ",1
"Mit einem EHRBAREN Kaufmann hätte die Ministerpräsidentin ja vielleicht über das Ansinnen gesprochen .... (Ironie off) Norbert Sinofzik, Rheinstadt Uerdingen",0
"""Denn Sie wissen nicht, was Sie tun""! Wann werden diese Analfabeten (kennen die Naturgesetze gar nicht) endlich ins Exil geschickt. Teile von Sachsen koennen wir in ein Naturschutzgebiet fuer Unbedarfte AfD´ler und ueberfluessige Schmarotzer verwandeln! Deutsches Disney - um den Jungen Buergern die ""schlechten Beispiele"" (was Sie sind) als solche (hinter einem hohen Zaun, Panzerglas), zu zeigen!",1
"Warum wird hier der Täter nicht näher beschrieben? Wann merken die Wähler der etablierten Parteien endlich, dass sich in den letzten drei Jahren eine Klientel ganz besonders hervortut, die durch homophobe und antisemitische Attacken auffällt. Nennt die Klientel doch endlich mal per Namen.",0
"Manche rasen mit 30 bis 40km/h und mehr mit dem Fahrrad. Dort ist ein Helm sinnvoll und ein muss. Wenn ich aber mal mit dem Fahrrad gemütlich mit 10 bis 15km/h auf Rad und Wanderwege unterwegs bin muss ich selber entscheiden könnnen. Ansonsten müssen alle im öffentlichen Bereich einen Helm tragen, wegen der Rücksichtslosigkeit der anderen.",0
"*D*umm, *D*ümmer, **D**Live ",1
offensichtlich ist der familie die kfz - steuer erlassen worden. wundern würde mich das nicht.,0
"Tja. Dann rufe ich hiermit zur totalen Vernichtung der IS - ""Kämpfer"" oder der Aburteilung selbiger nach Sharia-Recht auf. Das schätzen diese Deppen ja so.",1
"Es gibt viele sehr gute Gründe, der DUH die Gemeinnützgkeit zu entziehen. https://www.eike-klima-energie.eu/2017/07/18/die-dubiosen-machenschaften-der-deutschen-umwelthilfe-und-ihres-fuehrers-juergen-resch/",1
"..sowas nennt man dann Demokratie. Komisch das diese Leute dafür Zeit haben. In einer Demokratie darf auch eine Partei die einem nicht genehm ist seine Meinung äussern. Mit Nazitum hat diese Parteil nichts am Hut, da hatte die CDU nach dem Krieg mehr am Hut. Wir hatten Altnazis die später Bundeskanzler und Bundespräsident wurden. ",0
"Das war nicht das erste Interview, bei dem AfD-Politiker von den öffentlichen Medien provoziert werden.",0
"Ich gehe davon aus, dass für diese Installationen nicht mein Plastikmüll aus dem Rhein gefischt wurde. Dennoch: Dürfen wir uns diesen Dreck jetzt kostenfrei ansehen?",0
"https://rp-online.de/politik/deutschland/erste-47-kinder-aus-lagern-auf-griechischen-inseln-in-deutschland-eingetroffen_aid-50113605 Was bedeutet nicht reisefertig eingestuft? Bestimmt möchte man Fehler wie beim ""Zeitreisenden"" Hussein Khavari (Mordfall Maria Ladenburger, Freiburg) vermeiden, für den die ""Flucht"" durch Europa ein wahrer Jungbrunnen war.  ",1
"Einfach immer Brautpaar und engste Angehörige zur Feststellung der Paronalien und des Sachverhalts festnehmen, ...bis das geklärt ist sind locker 1-2 Tage ins Land gegangen und die Flitterwochen im Eimer. Idioten die solchen Scheiß beuen, werden in Zukunft schnell von der Einladungsliste gestrichen. ",1
"Hi.,jeder fängt mal an, zuerst die Gebrauchsanweisung  komplett lesen,!! ",0
"Wenn man dem Bericht Glauben schenken will, könnte man meinen, dass NÜÜÜSS eine karnevalistische Hochburg ist. Stimmt leider nicht, Neuss kann Schützenfest, aber Karneval, gar Fasteleer a la Colonia?! Da müssen die noch viel üben. Wie sage schon Martin Luther:"" Und ob wir nicht bis morgen schaun, wir wollen hoffen und vertraun!!""",0
"Im Herbst 2020 die geplante Rodung mit einer Woche Vorlauf ankündigen. Wer dann noch in den Bäumen sitzt, kann ruhig mit abgeholzt werden.  Wer Gesetze nicht respektiert und achtet, Anweisungen der Polizei nicht befolgt, passt nicht in unsere Gesellschaft. Da müssen die ""Aktivisten"" durch. ",1
Herr Baumann sollte sofort in den sofortigen Ruhestand entlassen werden. Damit wäre es 1 weniger.,1
"Sorry, kleine Korrekur: Die schnarrende Piepsstimme der Kandidatin stört ungemein..kann man nicht einen Kandidaten benennnen mit angenehmer Stimme, rechter Gesinnung und gefälligem Äußerem? Wir sind schließlich im Land Babelsbergs, quasi das Hollywood Deutschlands!  AfD, auffi!",1
"aha die neue garde der Berufspolitker der CSU.nur scheuklappen von geldbündeln vor den augen,bloß nicht ihre lobbyfreunde der industrie an den karren pinkeln und so weiter. politiknörgler? aha alles schlucken und maul halten meinen die damit wohl,greta ist denen ein dorn im auge weil sie anprangert das man für unsere fettlebe die weltweite umwelt ruiniert.ja bayrisches kirchtumsdenken wenn überhaupt nachgedacht wird denn das könnte nach der UNI die politikkarriere zerstören. Arrogante vögel.",1
"Alexander Breuer bekommt eine scharfe Ermahnung und die Chaoten können sich benehmen wie sie wollen. Und ich wette das ,,Ende Gelände nächstes Jahr wieder kommt. Wo kann man so entspannt demonstrieren wie in der BRD bzw. im Rhein-Kreis Neuss :-(",0
"Ich habe einen anderen Vorschlag:  Nicht der Bürger, sondern die CSU haftet vollumfänglich für den Schaden aus ihrer deppenhafte Gesetzesinitiative, deren Scheitern von vornherein absehbar war. Für die darüber hinaus zu erwartenden Regressforderungen der Dienstleister haften Dobrint und Scheurer mit Vermögen und Einkommen bis zur Pfändungsgrenze, da sie es grob fahrlässigerweise versäumt haben das Zustandekommen der Verträge unter dem Vorbehalt der Zulassung durch den EuGH abzuschließen. ",0
"Meine Zeit, sehen die niedlich aus! Nicht, dass ich die Eltern um die Nächte der nächsten 2 Jahre beneide... aber um die Tage schon ein bisschen :-)",0
Schon eine Riesenenttäuschung; dies zeichnete sich jedoch bereits am letzten Freitag ab. Die vielen technischen Fehler und die spielerischen Defizite im Spielaufbau waren unübersehbar.  Schade.........,0
Die können ja den Schaden gegen die (von Steuergeldern finanzierten ) Subventionen aufrechnen.,0
"Versuchen Sie mal, in einer Schule einem Mädchen das Handy nach unerlaubter Benutzung abzunehmen - eine Löwenmutter ist da nichts gegen ...",0
Bitte schließen Sie das Kommentarforum.,1
"Billiger PR-Trick. MdB Jarzombek hat doch viel weniger Außentermine als der OB einer Großstadt. Jarzombek wärmt seinen Popo im MdB-Büro, in der Ausschüssen, Konferenzräumen und im Plenarsaal, während Geisel nahezu tagtäglich an vielen Punkten der Stadt präsent sein muss. Passend zum PR-Stunt werden dafür eigens vom ""Büro Jarzombek"" (=>  Bildnachweis) Pressebilder angefertigt, vermutlich bezahlt aus der MdB-Aufwandspauschale, also vom Steuerzahler.",0
"Warum findet man eigentlich einen Bericht über duschgeknallte Gewalttäter unter der Rubrik ""Sport""? Man sollte diesen Gestalten auch in der Berichterstattung isolieren...z.B. in einer neuen Rubrik ""Abschaum""...",1
Im aufgeklärten Zeitalter wundert mich ohnehin das noch so viele Menschen an Gott glauben so wie die Muttergesellschaft der Mafia es seit 1500 Jahren vorgibt. Ein Armutszeugnis.,0
"0,0 lernen Deutsche Politiker! Nur helfen in den Heimatländer bringt etwas. Wir brauchen nicht noch mehr Flüchtlinge, die nichts tun als die sozialen Netze zu plündern. ",1
"Mehr Geld für den Zentralrat der Juden. 3% ! Für das Ganze Jahr. Da kann einem Übel werden. Das schlägt dem Fass den Boden aus.  Oder dem Rentner die Faust ins linke Auge. Das Rechte bleibt frei. Da darf man sich wirklich nicht wundern, wenn immer mehr Menschen nicht mehr richtig durchblicken können oder wollen und nur noch mit dem rechten Auge sehen. Ich kanns langsam wirklich nachvollziehen.....",1
Zuviel politischer Sachverstand für einen Bundestagsabgeordneten. In der eigenen Partei wo ideologische Scheuklappen oft das Denken ersetzt ( und mangels Sachverstand auch wohl ersetzen muss ) eine harte und unliebsame Konkurrenz für das ( mit Ausnahme von  Gysi ) mittelmäßige Personal.,0
"Wenn die Steuer nur von den Muslimen gezahlt wird, ist das ok. Aber da wir ja alles für unsere Muslime tun, wird das eine gemeinschaftliche Zwangsabgabe, ohne Möglichkeit sich davon zu befreien.",1
"Bitte nicht. Die blöde, mädchenverachtende Schnepfe soll, wenn schon, in Köln heiraten. Oder Ed Sheeran auf dem Messeparkplatz. Aber bitte, RP, verschont mich mit solchen Neuigkeiten!",1
"""Schleimer"" ",1
"Naja, ein bisschen abwehrend darf die CDU schon auf ein Video mit dem Titel ""Die Zerstörung der CDU"" reagieren. Sicher haben AKK und Co ziemlich ungeschickt und hilflos reagiert, aber Beifall durfte man kaum erwarten. ",0
"Serap Güler (CDU) ist Staatssekretärin für Integration,  Berivan Aymaz (Grüne) ist integrationspolitische Sprecherin ihrer Fraktion im NRW-Landtag.  Ohne das Integrationshindernis Islam/Türkei hätte es solcher Posten nie bedurft.   Bei den Italienern nicht, bei den Spaniern nicht, bei den Jugoslawen nicht, bei ... ",1
Mögen Bolsonaro und alle UmweltzerstörerInnen im ewigen Fegefeuer landen. Die Zerstörung unserer Erde schreitet immer schneller voran - man könnte nur noch weinen. ,1
"Mit Sicherheit auch dabei: ""Turaluralu"". Ein Inselstaat mit vielleicht 100 Einwohnern. Wer da aufschlägt landet im Kochtopf. Also keine Probleme mit Zuwanderung.",1
Wäre mal angebracht die Göre auf ihren Geisteszustand untersuchen zu lassen und ab sofort ein Weltweites Auftritt Verbot. Jeder normale Teenager wäre schon längst eingewiesen worden.,1
"Lieber fehlen und gescheite Arbeit machen, als ständig vorhanden sein und nur Politik am Bürger vorbei zu machen....",0
"Herrlich, ein ganzer Artikel darüber, wie man eine schwere Traumatisierung der armen Täter verhindert, die nur durch äussere Umstände wie Gruppendynamik und Gewaltvideos gezwungen waren.  Kein Wort über das Leiden der Opfer und Ihrer Angehörigen.",0
"Klingt da etwa Neid aus dem Mund des unsymphatischen Prolls, Pocher? Pocher sollte doch selber etliche Mio. bei Seite haben, und jeder fer selber Millionär ist weiß, dass eine Mio. leider heutzutage nicht zum Leben reicht, ist man nicht älter als 60 und wohnt in einer deutschen Großstadt bis zum Lebensende.",1
"W ie kann man Empörng auslösen, wenn ma auf einen Paragraphen des Grundgesetzes hinweist ? Wie wäre es, wenn man am Anfang den Islamisten, die offensichtlich die Ersetzung dieses Staates  durch einen Gottestat anstreben,Grundrechte entzieht, z.B. das Grundrecht auf Asyl und die deutsche Staatsbürgerschaft, sofern diese vorhanden? ",1
"Komisch, wenn ich die Tage immer mal am Rhein bin, sehe voll belanden Containerschiffe aus Rotterdam kommend wie diese den Rhein hochfahren.... dieser „pyseudopanik“ kann ich keinen Glauben schenken!",0
"Ich ahnte es.  Endzeit für Die Spiele  Branche,wegen Überhitzung geschlossen  Hoffentlich überhitzen sich nicht noch  auch  andere Branchen.",0
Nullen! Wir werden von orientierungslosen Nullen verwaltet!,1
"Mich würde wirklich mal interessieren, wie die Mags auf diese 45€ pro Kofferraumladung, die das eigentlich kosten sollte, kommt. Ich verstehe, dass Müllentsorgung Geld kostet. Aber wieso können die für irgendwas zwischen 150 und 200 € ein ganzes Jahr lang Müll bei mir abholen, und wenn ich mir selber die Mühe mache, das Zeug ins Auto packe und zu ihnen fahre, entstehen denen Kosten von 45 €? Das kapiere ich nicht. ",0
"Wie der Herr, so's Gescherr. Wer bei Rolex-Kalle und Steuer-Uli arbeitet, muss schon mal raus lassen, was er von den ""armen Schluckern"" hält. Da die Netiquette der RP es nicht erlaubt, sich über das übliche Maß gesitteter Umgangsformen hinaus zu äußern, möchte ich auf meine Webseite https://www.apopluto.de/so-nicht/ verweisen. Das Maß ist voll, ich sehe keine andere Möglichkeit mich zu diesem menschenverachteten Verhalten zu äußern. Ich muss Dampf ablassen.",1
"Eine Stunde: ""Tomatensauce selber machen"". Skurrile Fakten  unter: https://www.tomaten.de › la-tomatina-das-tomatenfest ",1
Feigling,1
"Bekommt der Patient im Gegenzug auch Geld, wenn man pünklich erschienen ist, aber trotzdem eine Stunde oder länger wartet?  Ich habe dadurch auch Ausfälle.  Ich muss mir freinehmen. Und lange Wartezeiten stören auch meinen Ablauf. ",0
