text,label
"journalisten job klärt über dhu ziele duh hält verein leben	",0
"teuersten schmuck arbeit interessiert beklaut natürlich könnte kader durchforsten okay name genannt über uhr informationen herausgegeben meldung unnütz neugierig bevölkerung sensibilisieren ding angeboten	",0
"hierzu passt nachricht osten spd prozent	",0
"ach mutter meinte kenne früher bestand meldesystem sogenannten blockwarten meldeten verdächtige weiß endete	",0
"unfälle jahr tennisschläger untertrieben niederländischen unfallfahrer großer mehrzahl unerlaubt unfallort entfernt leitplanken bauwerks wochen heil geregnet gekracht	",0
"öffentlich rechtlichen rundfunk guckt schuld auswahl programmen groß tatort gucke zwangsgebühren politiker sitzen groß politik	",0
"ärzte blut können feuerwehrmänner angst feuer bäcker mehlstauballergie respekt für voraus traumatisierten soldaten schliesslich ballerspiel wirklichen leben angst schweiss aua	",0
"dutzend brautpaare feiern verloren schließung anzahlung für ähnliche veranstaltungen anzahlung nutze lieber lokal kenne	",0
"typisch logik problem männern kulturkreis polizei integrationskurse normal jahren tausende polizisten silvester dienst schieben	",0
"strafe höhe de jure vergleich geschlossen dreißigzone braust blitze schupo fünf euro für zweck einigt	",0
"au weia rechten demostrieren angzündete autos zählen polizisten veprügelt geschäfte geplündert gespannt berichterstattung	",0
"müßten arbeitnehmer fuss arbeit extraurlaubstage bekommen wesentlicher tödlichen unfällen betroffen	",0
"regierung merkel zählt loyalität kompetenz verwundert minister regierung unbekannt vorzuweisen altmaier totalausfall dafür muttis treuer diener dafür ministerposten belohnt dafür fachlich ungeeignet	",0
"kg kater getauft lange film häufig beinkleid	",0
"schneller kreuz	",0
"sowa wundere stadt jahre lange überhaubt wartet hoffentlich sicherheit garantiert remscheid	",0
"führerschein ablaufdatum vermerkt ungültig	",0
"vorletzten spieltag europa hätte gedacht borussia spieltag befreit aufspielen dortmunder angst	",0
"zahl unfalltoten geld für helmkampagnen lieber infrastruktur stecken niederlande verunglückt fünftel radfahrer tödlich umgerechnet zahl radfarher helm	",0
"tja verwaltern jahren abschaffung völlig sinnfreien zeitumstellung verwalter sowas briten verstehen	",0
"hans boeckler stiftung tax justice network weltklimarat externe gutachten lobbyisten wozu beamtenheere mysterien riesenbatzen geld für externe berater raus gworfen	",0
"schade sendung aufzeichnung zuschauer wäre herr herren richtig steil gegangen	",0
"für machterhalt alimentierten posten gehn politker bett demokratie halt umd bürger auszubeuten bevormunden	",0
"soso andrea nahles	",0
"jahren für wölfe größere wälder menschen bewegten außerhalb ortschaften bewaffnet	",0
"schutzstreifen alte heerstraße ab martinusstr begleitende maßnahmen unterstützt aufhebung durchgängig tempo durchfahrtverbot für lkw über t richtung westen wäre sinnvoll parkraum wegfällt dürfte anwohnern	",0
"henze weile herumgesucht zweifelnden experten gefunden außer untersuchungsbeamten wahrscheinlich sprechen quellen wissen können experten nennen idealerweise brandort	",0
"düsseldorfer altstadt vorwiegend sinnlose besäufnisse männern	",0
"tiere müssen leben mensch lebensraum wegnimmt stadt	",0
"alliierten gutem grund deutschenlied verboten fehler westlichen alliierten verbot durchgesetzt usa staatsbesuchen adenauers geweigert deutschenlied anzustimmen deutsches karnevalslied gespielt alliierten inkonsequenz vorwerfen entnazifizierung nationalhymne umgesetzt	",0
"lob rp zitieren originalrede mündige bürger urteil bilden für denken kommentars zeit sz	",0
"anpacken für deutschland interessiert partei verstanden	",0
"gemessen zahl flüge fallen chartercarrier verbindungen eurowings eurowings charterairline	",0
"haus düsseldorf verkauft artikel wert	",0
"ab plastiktüten kleben würde	",0
"liebe krefelder pinguine lasst gesellschafter überraschen jammert gelebte traum meisterschaft jahren endet	",0
"bundesliga fans vorstand zeigen trainer vertrag beschert	",0
"namentlichen abstimmungen teil abstimmungen bundestag restlichen abstimmungen kontraste recherchiert umfassend	",0
"über annahmen genannten politiker kopfschütteln ausländische finanzierung islamischer gemeinden österreich untersagt funktioniert eindruck primär bestehende kirchensteuerrecht zementieren umgesetzte verfassungsgebot ablösung staatsleitstungen kirchen nächsten	",0
"meint elend ausländische flüchtlinge deutsche obdachlose aufrechnen können problem verstanden wohnraum interessierter knapp politik häuser jahrelang gestanden bewohnt verstehe	",0
"stossrichtung scheint italienische regierung dortige einstellung alternativen hätte können deutschland hätte ergebnis betrachten italien s vorgehen fragwürdig hinzustellen fadenscheinig wohlfeil heuchlerisch	",0
"neuss bürgermeister kürzlich fürs schuleschwänzen schüler ehrenamtspreis verliehen fleißig gelernt zukunft für positiv gestalten	",0
"bereich möglichen normal wirtschaftsleistung zurück europa deutschland phänomen geleugnet gewerkschaften fortlaufendes enden wollendes wachstum lohnzuwächse richtung gegangen half politik geldpresse denke müssen lernen schritt zurück	",0
"karl ranseyer ig arrogante minister juristisch durchleuchtet	",0
"ländern starke ausgeht merkel schulze weltweit dutzende länder kraftwerke planen china indien können demnächst teuer strom kaufen merkel schlau abschalten flächendeckenden gefahr auftretenden erdbeben tsunami deutschland weinen	",0
"problem mehreren quellen holland usa russland gas beziehen abhängig wäre problem	",0
"wüsste fahre suv würde feind angesehen brint für klima passieren unterordnen maßnahmen deutschland geringen anteils steigerungen ländern meßbaren auswirkungen temperaturanstieg	",0
"musik bestellt bezahlen verstehen anlieger mitspracherecht zahlen	",0
"heisst weltgrößte videospielmesse gamescom lange köln laufzeit fehler	",0
"fantastisch verdiente sieg glückwünschen frage aufwirft müssen ziele umkämpften spielern perspektive motivation int plätze zwingend erreichen definieren super fortuna	",0
"reden stuß schluss alten kosten für veranstaltungen könnten sinnvoller genutzt	",0
"endlich sozialer wohnraum guter lage idee parkplätzen lustigen troll interprettieren	",0
"röttgen ruft bruch völkerrechts nichteinmichung angelegenheiten staaten passt	",0
"na fortuna welt ordnung fahrkarten liga reservieren	",0
"politiker einbringen leisten personaldebatten führen für zuständig einfluss diffamieren natürlich einfacher leisten schaumschläger politiker ecken kanten richtig politiker voll für überzeugung für menschen landes einsetzen reicht	",0
"stunden wäre bereit für verteuert ohnehin teure vorhaben tüv lage prüfungen	",0
"stefan s richtig erwähnt schmeisst awista müll behälter unart allgemeinheit scheren für sonderabfuhren fällig rechenschaft gezogen jux dollerei dafür bezahlt unternehmen extra leistungen	",0
"verdiene monat leute südeuropa eingestellt fleissiger geld deutsche pünktliche feierabend streikrecht ach	",0
"saniert strassenbau lässt vermeiden parkplätze umleitungen schmutz dreck schließlich anlieger schmutz regenwasser entsorgt können große verluste eingefahren wiederholt pleite gegangen	",0
"ps auto mieten asutovermietern garnicht	",0
"schnitt über tötungen menschlichen lebens land parteien spd grüne massentötungen legalisieren wähler perversität	",0
"fpö genauso stark erfolgreicher kurz anfreunden	",0
"sozis	",0
"montag uhr film anschließende doku zdf weiß gruppen deutschland gruppen herkunftsländer schublade gemieden verspottet leute dicke hose	",0
"wundern politiker deutschland amtseid wohle deutschen volkes ablegen praxis vollkommen schmalos land agieren mehrheit wähler honoriert richtig	",0
"willkürliche schnüffelei kundentaschen nachvollziehen schließlich müssen jährlichen entnahmen zweistelliger millionenhöhe für frugale lebensführung babette albrecht lover finanziert	",0
"traurig daß prominente betroffen muß mißstände öffentlichkeit gelangen	",0
"may ernennung brexit gesetzt brexit hinauszuzögern volk entschieden	",0
"warten winter ab nass dunkler rasen wöchentliche belastung regenerieren bräuchte uv lampen fürs stadion rasen winter erholt dauer billiger mehrmals jahr rasen erneuern	",0
"müssen besten früh sterben liebe steffi fassungslos begreifen ruhe frieden trost kraft angehörigen	",0
"leben himmel horizont	",0
"übergangslösung spielt anerkennung asylant rolle duldung subsidären schutz sozialleistungen kriegen	",0
"mus strobel stindel rolle	",0
"baut lieber ne nummer günstiger dafür eintrittspreise oper schauspielhaus für normalbürger bezahlbarer liebe	",0
"puhuhahaha zenit überhaupt überschritten bogen ständig überspannt soviele leute grün afd wählen cdu csu spd schwachsinnigen strafverfolgung cannabiskonsumenten festhalten	",0
"glaub leute freuen herr jacksonmore daß fortuna vorhergesagt letzter tabelle humor können gerne	",0
"richter hartz vorschriften richtlinien kennen unmöglich behörde schwierigkeiten durchzublicken hartz sauren apfel	",0
"hoffe kinder wussten luftaufnahme drohne	",0
"seenot geraten kapitänin komplett falsch aussage kruden linksideologie	",0
"klimawandel könnte bierpreis verdoppeln halbieren tatsächlich nämlich jahrzehnten gewachsen verdoppelt	",0
"alternativ angedachten spenden empfohlen anwesenden kraeftig zusammenlegen geplanten rathausneubau aehm meinte natuerlich vernuenftigen feuerwerk neubau ermoeglichen	",0
"halbwegs repräsentativ für bevölkerung mehrheitlich meinung arbeitslose geld bekommen außerdem arbeit arbeit sucht demonstrieren winkt bequemes leben luxus	",0
"polen deutschland anspruch	",0
"deutsche sterben jahr verkehrsabgasen bedeutet umkehrschluß ausländer betroffen interessant forum erzählt menschen scheint verkehrsabgasen	",0
"sinnvoll wären komplette biometrische merkmale standard betrug organisierte kriminalität wirksame strafverfolgung gewährleisten eu bürger multiple identitäten große schäden verursachen	",0
"apple aktienkurs apple smartphones verkauft apple teuer	",0
"schön vergessen busse kosten millionen text für modernisierung alten busse aufgewendet	",0
"nrw kinder leichter zurückgestellt können sohn jahr zurückgestellt hieß glück normalerweise selten kinder klasse mitgeschliffen	",0
"gewundert relotius lügengeschichten kürzel dpa unterschrieben schlimm schließlich stimmte weltanschauliche haltung wenigen jahren journalismuspreise abgeräumt relotius einzelfall rest bekanntermaßen qualitätspresse	",0
"özil	",0
"partei politisch bekämpfen hätten sed	",0
"greta thunberg verdient freue darüber erstaunt entsetzt über hassmails ewiggestrigen begriffen klimawandel bedroht hut ab schwedin	",0
"gings sportlich wirtschaftlich bergauf friedhelm funkel fans angezählt punktewoche beste msnn langer zeit türe gesetzt gehalt liebe nörgler normal bundesligageschäft kreisliga c fortuna hoffe nächstes jahr glaube bedingt	",0
"diskussion falsche richtung behinderten möglichkeit ware hause liefern größeren teil bevölkerung faul supermarkt besorgen sorte mensch klimaschutz natürlich	",0
"übernehmen clans aufgaben polizei rechnung polizei kostengründen clans kontrolle	",0
"schön weiß wofür papierkram datenschutzverordnungen nase gelegt unterschrieben für angestellter verantworten hätte hätte satz für kündigung raus	",0
"friedrich merz verdient verdient spielt für parteivorsitz rolle merz kontakte wirtschaft für partei wohle bevölkerung könnte riesiger vorteil hartz iv empfänger kontakte wirtschaft hätten gäbe ausnahme können	",0
"genial suv vordergrund rutscht früher hieß autos zusammengestoßen	",0
"fahre großer freude winkend fahrrad staus autofahrer lebenszeit stau verschwenden	",0
"nennt beitrag namen opfers keira täters hole edgar	",0
"gehe für installationen plastikmüll rhein gefischt dürfen dreck kostenfrei ansehen	",0
"bellinghausen zwischendurch woanders millionenangebote bekommen raman äpfel birenen	",0
"beschäftigte niedriglöhnen abgespeist frage beschäftigte gewerkschaftlich organisiert	",0
"steuer gasheizung verbrauchen nötig verbrauchsverhalten ändert logischerweise gas steuer verteuert steuer klimaschutz überhaupt rein staatliche abzocke	",0
"bvfg politiker eigenartiger weise kurz wahlen für wahlrechte benachteiligten menschen einsetzen früher wahren absichten trüben hehren ansätze	",0
"alte kamellen politikern presse bejubelter teenager kundtun beachtet erreicht jugendliche erwachsene soziales jahr australien bali auckland kempten kassel braunschweig	",0
"denken eventuell	",0
"zahlt bürger dreifach wofür nochmal jährliche grundsteuer mineralölsteuer hauptsache maut einführen anliegerbeiträge soli jahre kassieren willkommen deutschland land gerne leben	",0
"bundesnetzagentur über preiserhöhung vielmehr dafür sorgen postmonopol endlich aufgehoben thema porto	",0
"silvester herrschaften mitternachtsparty jahreswechsel verbracht schätze überrascht vorfahren uhr lichtsignale tschenlampe himmel senden feuerwerk wunderkerzen umweltschädigung betrachten	",0
"maximal kilometer ziel freyer reichweite kilometern lächerlich naivität	",0
"ruhig vorstellen tochter wäre zeichnung slogan abgebildet würde spruch für angemessen	",0
"volkes stimme anonymität internet bedeutet freiheit anarchie anarchie philosophisch gesellschaftlichen zustand minimale gewaltausübung institutionen maximale selbstverantwortung einzelnen vorherrscht meint anomie	",0
"liebe rp cdu sachsen anhalt gestimmt tunlichst eindruck vermeiden rechtsextremer pakt durchliest punkte kritikwürdig migrationspakt unverbindlich pakt über wort verpflichtet unverbindlich verpflichten	",0
"schneller selbstfahrende lkws probleme tödliche unfälle	",0
"kinder aufführen fragt eltern hoffentlich jaht fernseh für lustigen luke	",0
"einfluss rat entscheidungen umstritten weiß	",0
"fortuna kühlen kopf bewahren wäre tore schießen	",0
"stehen meinungen bekommt sache griff zeit angelegenheit fürchterlich keks	",0
"welt menschen wehrlosen menschen bereichern wuensche richtigen gelangen glaube lauten aufschrei	",0
"einhaltung stringenten anwendung gesetzen afd gerne fordernden worten natürlich meinungsgegnern feindbildern gemäß weidel unzählige ausflüchte gesucht für	",0
"rotlichtüberschreitungen jahr mörsenbr ei grossen innerstädtischen kreuzung	",0
"antimissbrauchsgipfel religion für menschen dafür denkende menschen bestrafen auszubeuten bevormunden ändern symbol buch früher kreutz bibel sichel koran	",0
"tatsächlich flächendeckend gefahren zuvor komplette erneuerung energienetze menge rechnen kosten vollständigen netzes einbau reparatur gebäuden straßen über seidenstraße sämtliche komponenten kohlestrom	",0
"richtig gelesen ayhan poltern rum verdad schreibt la verdad surfguy kownacki ach egal rummoppern	",0
"ausreise entzieht mensch regeln vorgaben bewust achtet verbrechen gewollte missachtung regelen dürfen belohnt alimentiert demokratisch bürger jahr wahlen nochmal deutlich ausbeutung bevormundung demokratisch alternativen	",0
"deutschland für spruch jubel aufbrandet nazi gebrüllt	",0
"markthalle ach wäre schön anwohner hätten einkaufen können müssten berg rauf runterlaufen älter	",0
"liebe mags rp wiederholt jahr schafft arbeitsplätze für personal durchsetzungsvermögen abhilfe können gestandene männer spürbare geldstrafen	",0
"sommerloch verdammt groß superstars holebas weltverein watford müssen lücken füllen wissen premierleague geld schwimmt dagobert duck scheint	",0
"einordnung studie wahrscheinlich krebserregend prüft stoff generell könnte schluss heißgetränke friseurberuf wahrscheinlich krebserregend sonnenlicht alkohol studien über risiko sachgemäßer benutzung risiko chlorreiniger trinke putzen wäre hersteller	",0
"black friday cyberpreisen nächste welle folgen wochen konsumzombies deutschland spart reich weihnachten gurgel	",0
"sommerloch	",0
"nützen breitesten radwege teuersten fahrräder motorik kinder kinder bewegen schule gefahren lieben tag smartphone computer beschäftigt lernt fahrradfahren	",0
"fängt gebrauchsanweisung komplett	",0
"gespielt gespielt allet jute	",0
"jahren muß hohe belohnung obdachlose laptop ehrt abgegeben banale meldung muß rp	",0
"sozimod dienstag märz uhr jeschurun alias macros dienstag märz uhr unglaublich gewitzte wortwahl ahnungsloses geschwätz	",0
"wahren satiriker heißen trump kurz lindner karrenbauer nahles sonneborn name besonnener mensch einzige partei deutschands eu antikorruptionsgesetz durchbringen möchte deutschen parteien blockieren	",0
"verhältnis regierung reich eigentumsrückforderung gingen immobilien verloren weiul hochadel geld für unterhalt bundesländern hinz kunz eigentum zurückfordern ungeprüft verhältnisses	",0
"flickschusterei sonderregeln für rentenform für jahre verträge geschlossen bringt außer unsicherheit wäre vernünftigen für abhängig gesamteinkommen deckelung für berufstätigen okay person reduziert einkommen akzeptabel	",0
"gorch fock verschrotten millionen können anderswo sinnvoller leyen amt aufgeben	",0
"natürlich könnte omas rollator chinesische touristengruppe terrorverdacht stellen niederwerfen logisch anschlag verhindert racial profiling anwendet vorstellen grenzwertige vorstellung paris london istanbul folgen wäre kölner polizei pranger stellen seriöser journalismus	",0
"anwohner einbezogen düsseldorger außer taxifahrer rheinbahn würde schön hässlichen verkommenen haltestellen kümmern reicht für jahre	",0
"klasseunterschied lanz gottschalk beste äusserst sympathisch eloquent jährige	",0
"wiedergewählt erbärmlichen zustand schulen sportplätze probleme kindergärten ansieht unverständlich kurze zeit pension ratinger verwaltung niederlein	",0
"über trikot entsetzt trikot hätte gefühlt psychologie versteht hätte	",0
"befürchtet herr hecking überhaupt stolz ehrgefühl debakel beenden	",0
"passte westmedien westausrichtung verfolgen minsker friedensplan umsetzen offenbar wirtschaftsliberalen kurs festhalten umfeld geäußert könnte glauben merkel macron würden adoptieren	",0
"lösung verbraucher aufhören eurocent würstchen euro webergrill grillen nachfrage notwendigkeit widerlicher massentierhaltung unwürdiger	",0
"tausche sachsen	",0
"spiel min aufhörte kommentar wert wäre meinerseits emotion unsachlich wär s frischer luft trainerbank	",0
"dürfte unstrittig kopftücher frauen sexy aussehen können instrument politischen islam jahren platz gegriffen diskriminieren trägerinnen vielfach kindern verbieten integrationsgründen selbstständig erschwert übrigen religiösen gründen	",0
"ausgedrückt undiplomatisch moment passend sache richtig natürlich hören tiefere sinn worten überdacht integrations hype deutschland blanke wahnsinn wurzeln helfen staaten völkern geholfen worte bekommen	",0
"deutscher praxis sportarztes mark betreut praxen doping	",0
"posse gehört titelseite lustig über französischen kollegen lustig brezeln artikel rechtschreibfehler respekt herren glashaus sitzt	",0
"beschuldigt mutmaßliche opfer juni jahr gottes mühlen mahlen deutscher gerichte langsamer wunder bedenkt gerichte fällen vergangenen jahrtausend	",0
"partei mittlerweile ähnlichkeiten tag legt millionen deutschen gewählt fassungslos kinder vorwürfe später natürlich	",0
"großen zeugen unfähige justiz jahren versagt umweltverbrecher systematisch laufen lässt zivilcourage hoffnung	",0
"scholz tatsächlich hingegangen geoutet prädestiniert für spd kanzlerkandidat rennen richtungsweisenden kk jusos fragen natürlich überhaupt hoffnung stirbt	",0
"maier anstand zeigen strafe für rassistische pöbelei	",0
"für wäre	",0
"reinigungsprozesse grünen früher konsequent erinnern steinewerfer vielheirater außenminister	",0
"ergänzend agenten sterben einsam kriegsfilm clint eastwood unterhaltung offiziers blonden agentin über unbekannt sprockets snl sketch mike myers host kyle maclachlan dieter speziell witzig paranoid englische krimiserie	",0
"komisch presse einzelnen taten täglich hund getötet würde wäre dauerthema presse idee	",0
"tja besonderen kick bekommen leute zeit blenden gefahren orten kennen no risk no fun abschließt möglichst für fälle türe stehen grob fahrlässiger	",0
"na älter einsicht leistung herr boateng gesprochen geschrieben leistung älter halt pause klappt icht genügend spiele nationalspieler sorge	",0
"fass endgültig übergelaufen sorry über auslassen könnte netiquette würde strich rechnung stände augenblicklich kümmern	",0
"frage regierenden geld steuern export überschüssen sonstigen einnahmen kassen gespült reichsten länder welt deutschland schrott infrastruktur material bundeswehr flugzeuge regierungsbesitz erneuerbare energien verantworten	",0
"spd richten rutschen legislaturperiode apo versuchen erfinden bekannten kandidaten zeug spd offenen herzen genesung	",0
"priester unschuldig entschuldigt	",0
"präsident gewählt selbstgefällige äußerungen beleidigungen regieren arme usa abgesunken halt gewählt über bildung niveau bevölkerung	",0
"für tiefe bildung spricht zug aufzuspringen youtube instagram facebook angesagt wage bezweifeln erschreckend schwaches lernniveau realschulen zusammenhänge wirtschaft wohlstand dafür überspitzt stars einzubringen	",0
"würde bücken wagen tieferlegen dauert sekunden mentales knöllchen lange gedächtnis anlegt	",0
"schockiert darüber nazis kooperieren könnten grünen vorstellen höchste zeit parteien npd afd verboten	",0
"verein arbeitnehmer scherbenhaufen stehen leid geschäftsleitung finale absturz für bayer kommenden klagen ausfallen milliarde zugesprochen bekommt bayer ag hinterhand	",0
"foto film ersteller recvhenschaft gezogen deutschland gestatten drauflos filmen netz für datenschutz	",0
"frage stellt handelt betrug großen maße callcenter betreibt callcenter menschen sitzen sprachkenntnissen	",0
"na interessieren würde ausrichter aufhängen banner stadtmarketing neuss informiert glaube hätte ärger	",0
"afd wählen schlimmer ostdeutschland investieren rassistische stimmung verhärtet für tourismus rassismus schädlich	",0
"zertrampeln eh rasen arena	",0
"herr rasche vertreten meinung tatort devid striesow bedauern saarbrücken lief tatort	",0
"verlogene energiepolitik gekaufte energiepolitik denke	",0
"kopf	",0
"aufkleber großes publikum bestellen fragen	",0
"soso geschieht jahrzehnten qua parteien ruder sitzen übler scherz	",0
"erschreckend leute artikel verstanden behaupten schulbildung demonstrierenden schüler sorgen	",0
"schiedsrichterentscheidung tatsachenentscheidung hunderten fällen zuvor punkt leben verlierer nichteingreifen indiz dafür strafstoß verharmlosung aktion foto spricht für	",0
"stadt zahlt knöllchen tränen zukünftig zweiten reihe behindertenparkplätzen falsch parken für arme stadt übrig alternativ könnte stadt darüber nachdenken halteverbotsschild sachgerecht erforderlich kostenpflichtiges parken ersetzt angesichts beweglichkeit hildener verwaltung natürlich reine utopie	",0
"küre marine le pen stärksten welt zuspruch deutschland frankreich größten	",0
"richtig erneute sonderaktion oeffentlich angekuendigt	",0
"wehrbeauftragten angeht sorgen sicherheit soldaten auslandseinsatz us botschafter angeht vernachlässig ungebührlich interessen usa vertritt auftreten akzeptabel	",0
"über jahre reden ernsthaft angehen thema betrifft übrigens amateurbereich	",0
"angriff beste verteidigung kräftig rücksicht austeilen mimosenhaft echo verunglimpfen verwaltungsrat kfc abhängig beschäftige vereinspräsidenten investors mikhail ponomarev herren uerdingen mediale aufmerksamkeit verein mattes	",0
"kostüm klischee funktioniert diskutieren find originell kostüm regelmäßig kintopp komödien glaube leute zeit über aufzuregen lieber	",0
"unfassbar nachvollziehbaren argumenten aka fake news versuchen eu schlecht reden	",0
"bläst schiff luft klimahysterie geführt preise für benzin diesel herzlichen glückwunsch	",0
"spd wählern verliert fusion linken politisch tischkanze erkennen können sozis wahrhaben trotz sarrazin geschäft entwicklung mitgemacht größte teil spd	",0
"besten subventionen abschaffen staatsschulden tilgen zeiten hohen zinsen verschuldete staat	",0
"hoffentlich justiz dauerbonus nunmehr munter ständig straftaten begehen belangt	",0
"überhaupt überrascht südwestströmungen dringen bisweilen rheinland fähnlein gerne wind	",0
"person besitzt milliarden null dafür gearbeit müssen minijobs zufrieden würde	",0
"eh hose anwälte hauptsache rin kartoffeln raus	",0
"überschriften jetzigen zeitpunkt völlig überflüssig beleg für inkompetenz pokalspiel grausame chancenverwertung ligaspielen bezeichnung spitzenteam	",0
"ter stegens stelle hätte verzichtet löw löws nr ter stegen jahre weltmeister nützen neuers riesenklopps liverpool	",0
"realität problemen behaftet dienst ausscheiden krimis klischeeprobleme grundlage handlung dienen nervt gemachter krimi klischees verzichten	",0
"drittel trauen denken empfinden demokratie mehrheit vermeidet öffentliche aussagen vermeintlichen tabuthemen umfrage drittel angegeben öffentlichen äußerungen achten heikelstes thema flüchtlingspolitik https	",0
"knapp linke übriggebliebene realitätsverweigerer schwein	",0
"geld verschenken verteilen strategie	",0
"feine herr gönner wundert jahre gepuscht ankommt schelm böses denkt	",0
"restaurantbesuch für besonderes pommes fischstäbchen nuggets vollkommen ok tag teller landen	",0
"unverantworlich kapitän migranten versorgungslage schiffes schlecht schiff di lybische küste steuern leben	",0
"wolf hätte rudel zurückkehren	",0
"tja werter rommerskirchen halt zeiten gelernt für älter autoradio ab spielt näher gott beste grüße brasilien halbhirne mächtig aufdrehen lombadas radarfallen bremsen	",0
"fortuna jut jät	",0
"ter stegen löw chance löw objektiv umgibt lieblingen löw spielern übrl	",0
"bürger verbrechern schützen wichtigste aufgabe justiz behörden	",0
"unüberlegt gekauft hauptsache trend gefolgt boxspringbett gehirn einschalten dummheit gericht unnötig usus schuld	",0
"leyen ministerin geringe fachkompetenz leiden amt mitbringt natürlich ständig berater absichern zahlen kleine steuerzahler	",0
"höchsten strafen nützen eingefordert personal	",0
"vegetarier veganer genuss assoziieren veganer ernährung verzicht ärzte weisen veganer kränkliche genussverweigerer gesünder leben durchschnitt form ernährung könne diabetes bluthochdruck krebs schützen	",0
"angela merkel schulterschluss staat autoindustrie schulterschluss autoindustrie gelogen betrogen politik ermöglicht geglaubt vorgegaukelt notwendigkeit überprüfung aussagen gegenseitig sozusagen blind vertraut sprechblase	",0
"live stadion glaubt seelig	",0
"chemnitz band linksextrem	",0
"azubi beweise sichten auswertung beteiligt riesiger	",0
"erlaubt zentralrat juden politische willensbildung deutschland einzugreifen gruppe juden afd für meint zentralrat sprechen befugnisse glaubt besitzen	",0
"führverbot für springmesser realität handelt erlaubten springmessern einhändig feststellbare messer gemäß waffg grundlos öffentlichkeit geführt dürfen angesichts tatsache herr pistorius volljurist sicherheit experten lka sitzen wundersam inkompetenten forderung gesetzesänderung zeichen	",0
"david koch lobbyisten millionen dollar verfügung gestellt helfen obamas krankenversicherung für leute patient protection affordable care act rückabzuwickeln könnte vorstellen betroffene arztrechnung zahlen schadenfreude über frühen tod bösen menschen frohlockt	",0
"üblen bannerbeleidigungen fankurven rangnick rb leipzig hopp hoffenheim jahren üblich schublade gehe stadion leute ausleben	",0
"irritieren genannten mio eur steuerzahler privatveranstaltung bezuschusse wesentlichen sprößlingen außerordentlich privilegierter menschen besucht während bekannten öffentlichen schulen düsseldorf	",0
"idee lösungsvorschlag für minoritenplatz tiefgarage ebenen darüber park	",0
"teilweise stehen schilder großen sockeln gehweg kinderwagen rollator rollstuhl billig bekommt halt qualität	",0
"rubrik brauchtum passend hinblick kölner dreigestirn männern prinzen jungfrau prinzessinnen fällt ablehnung kommentares führen würde	",0
"herzlichen glückwunsch herr rauterkus heiße willkommen nettetal wünschen erfolg	",0
"na für herrn baumann fette bonuszahlung	",0
"studie über qualifizierten unverschuldeter arbeitslosigkeit billiglöhner verdingen müssen arbeitsmarkt trotz angeblichem fachkräftemangel bein erde bekommen	",0
"story bestätigt fazzebuck twitter twatter twutter heißen bohne interessiert mensch	",0
"maßnahme wichtiger wäre city londoner vorbild bestens bewährt kopiert erfolgreiche konzepte	",0
"teuer für stadt herr wulf kannegießer gelernt stadt geld bürgern über steuern gebühren richtig heißen umgestürzter baum teuer für steuer gebührenzahler stadt	",0
"summe verantwortlichen beruhigt hoffe summe summe hoehe schmerz wunden heilen traegt hoehe summe ansatzweise hierzu	",0
"besonnene verhalten lkw fahrers spitze menschen collör möchte großen anerkennung	",0
"aufregung staatsbürgeranwärter ding	",0
"brandenburg parteien maenner frauen paritaetisch kandidaten landtag aufstellen herrliche zeiten	",0
"rät trump briten briten marionette usa würden vollständig	",0
"multilateralismus lösung für sprach wesentliche politik unilateral entschied	",0
"wundert vorstoß grünen partei nuller jahren für verschebelung sozialen raums freundlich erinnern	",0
"glaube falsch traut herren verbieten genehmigen schlechte karten läuft geschmiert änderungen problem problemlos bauabnahme egal	",0
"dirtysantiago heißt schön lieb gehälter für spieler zahlen alimentierung rentner	",0
"unterstellt herr bartsch herrn harbarth entscheidung juni rechtsstaatlichen prinzipien entscheidung berücksichtigt wäre verfassungsrichter geeignet urteilen	",0
"wozu sparkasse gebühren höher leistungen filialen automaten hauptsache vorstände bankgewinne	",0
"grünen liefern müssen stuutgart grün umwelt	",0
"vorfällen aktivisten redet spricht bände	",0
"muß madonna zeit gelegenheitsjobs vitamin b	",0
"empörung afd tod susanna schweigeminute erbat herrn schäuble abfuhr	",0
"	",0
"journalisten relotius schützenwerter menschen polizisten feuerwehrleute rwe mitarbeiter täglich verbrechern angeriffen verletzt wiederlichen angriff frauen kinder	",0
"leid für spielklassenhöchsten fußballverein stadt krefeld beraten teuren umbau grotenburg kampfbahn stichfeste wasserdichte verträge herrn ponomarev abzuschließen stellen angemessenen betrag renovierung stadions beteiligt	",0
"jahren chaos herbeiführen schreien blöde usa frankreich england chaos möglich	",0
"historische ausnahme monaco gehört formel überhaupt stadt ausschließlich echte rennstrecken formel ohnehin jahrzehntelang reifen besten schont nettesten kamera	",0
"hätte begrüßt jahr mitgeteilt hätte modernisierungsmaßnahmen mof greifen ok geplant lebende redakteur erde enthält artikel angaben zeiträumen dient meinung beruhigung verärgerten bahnkunden	",0
"für geschäftsreisende ändert garnichts durchlaufender posten kosten ersparnis	",0
"assoziieren veganer ernährung verzicht ärzte weisen veganer kränkliche genussverweigerer gesünder leben durchschnitt form ernährung könne diabetes bluthochdruck krebs schützen	",0
"teufel kreide frisst	",0
"öffentlich rechtliche medien wdr jahrelang für meinungen eingeführt zensur	",0
"passieren halt gerätschaft sichern brd ab beschreiben	",0
